Client,Age,Tenure,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,VolumeCred,VolumeCred_CA,TransactionsCred,TransactionsCred_CA,VolumeDeb,VolumeDeb_CA,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDeb_CA,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder,Sex_M,has_Count_SA,has_Count_MF,has_Count_CL,avgBal_SA,avgBal_MF,avgBal_CL,has_TransactionsCred,has_TransactionsCred_CA,has_TransactionsCred_nonCA,has_TransactionsDeb,has_TransactionsDeb_nonCA,has_TransactionsDebCash,has_TransactionsDebCashless,has_PaymentOrder,avg_VolumeCred,avg_VolumeCred_CA,avg_VolumeDeb,avg_VolumeDeb_CA,avg_VolumeDebCash,avg_VolumeDebCashless,avg_VolumeDeb_PaymentOrder,VolumeCred_nonCA,VolumeDeb_nonCA,Sale_MF,Sale_CC,Sale_CL,Revenue_MF,Revenue_CC,Revenue_CL
137,63,168,3,0.0,1.0,0.0,0.0,0.0,185.72214285714287,0.0,0.0,0.0,0.0,0.0,447.11285714285714,447.11285714285714,2,2,503.98071428571427,503.98071428571427,178.57142857142858,255.90928571428572,67.42857142857143,11,11,1,6,3,0,0,1,0,0.0,0.0,0.0,1,1,0,1,0,1,1,1,223.55642857142857,223.55642857142857,45.81642857142857,45.81642857142857,178.57142857142858,42.65154761904762,22.476190476190478,0.0,0.0,0,1,0,0.0,9.392857142857142,0.0
316,1,211,1,0.0,0.0,0.0,0.0,0.0,22.733571428571427,0.0,0.0,0.0,0.0,0.0,1022.8460714285713,1022.8460714285713,6,6,1026.8178571428573,1026.8178571428573,535.7142857142857,7.710714285714286,481.4642857142857,21,21,6,1,9,0,0,0,0,0.0,0.0,0.0,1,1,0,1,0,1,1,1,170.47434523809522,170.47434523809522,48.89608843537415,48.89608843537415,89.28571428571428,7.710714285714286,53.49603174603175,0.0,0.0,0,0,1,0.0,0.0,15.015357142857143
461,17,64,1,1.0,0.0,0.0,0.0,0.0,6.537857142857143,6128.227857142857,0.0,0.0,0.0,0.0,1463.9160714285715,1463.8007142857143,5,4,1590.5982142857142,1590.5982142857142,0.0,340.7517857142857,719.9642857142857,18,18,0,3,12,0,1,0,0,6128.227857142857,0.0,0.0,1,1,1,1,0,0,1,1,292.7832142857143,365.9501785714286,88.36656746031746,88.36656746031746,0.0,113.58392857142856,59.9970238095238,0.11535714285719223,0.0,0,0,0,0.0,0.0,0.0
1048,65,71,1,0.0,0.0,1.0,0.0,0.0,1911.4914285714287,0.0,0.0,0.0,0.0,0.0,729.2757142857143,729.2757142857143,2,2,541.25,541.25,535.7142857142857,0.0,0.0,3,3,1,0,0,0,0,0,0,0.0,0.0,0.0,1,1,0,1,0,1,0,0,364.6378571428572,364.6378571428572,180.41666666666666,180.41666666666666,535.7142857142857,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
123,22,40,2,0.0,0.0,0.0,0.0,0.0,8883.968214285715,0.0,0.0,0.0,0.0,0.0,30.381785714285716,30.381785714285716,2,2,35.892857142857146,35.892857142857146,0.0,33.92857142857143,0.0,2,2,0,1,0,0,0,0,0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,15.190892857142858,15.190892857142858,17.946428571428573,17.946428571428573,0.0,33.92857142857143,0.0,0.0,0.0,0,0,1,0.0,0.0,10.46107142857143
1574,30,149,1,0.0,0.0,0.0,0.0,0.0,478.5435714285714,0.0,0.0,0.0,0.0,0.0,0.0071428571428571435,0.0071428571428571435,1,1,0.8939285714285715,0.8939285714285715,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0.0071428571428571435,0.0071428571428571435,0.8939285714285715,0.8939285714285715,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,3.9435714285714285
1160,19,260,1,0.0,0.0,1.0,0.0,1.0,2723.980357142857,0.0,0.0,0.0,0.0,4239.8775000000005,884.592857142857,865.2971428571428,3,2,929.5178571428571,925.625,285.7142857142857,190.81428571428572,178.64285714285714,28,26,3,9,7,1,0,0,1,0.0,0.0,4239.8775000000005,1,1,1,1,1,1,1,1,294.8642857142857,432.6485714285714,33.19706632653061,35.60096153846154,95.23809523809524,21.201587301587303,25.520408163265305,19.29571428571421,3.8928571428571104,0,1,1,0.0,0.8571428571428571,17.993214285714284
1083,39,12,2,0.0,1.0,0.0,0.0,0.0,42.61892857142857,0.0,759.1507142857143,0.0,0.0,0.0,1076.222142857143,1076.222142857143,2,2,1078.7632142857142,1078.7632142857142,0.0,0.0,0.0,4,4,0,0,0,0,0,1,0,0.0,759.1507142857143,0.0,1,1,0,1,0,0,0,0,538.1110714285714,538.1110714285714,269.69080357142855,269.69080357142855,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,27.551785714285717
36,49,263,1,1.0,2.0,0.0,0.0,0.0,60.99785714285714,1912.6325,3697.8375,0.0,0.0,0.0,7155.630357142857,7142.885,4,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,1912.6325,1848.91875,0.0,1,1,1,0,0,0,0,0,1788.9075892857143,3571.4425,0.0,0.0,0.0,0.0,0.0,12.745357142856847,0.0,1,0,0,0.2380357142857143,0.0,0.0
191,59,150,1,0.0,0.0,0.0,0.0,0.0,1047.5860714285714,0.0,0.0,0.0,0.0,0.0,998.6810714285714,998.6810714285714,4,4,995.4103571428572,995.4103571428572,114.28571428571429,83.94678571428572,790.035,19,19,6,5,4,1,0,0,0,0.0,0.0,0.0,1,1,0,1,0,1,1,1,249.67026785714285,249.67026785714285,52.39001879699248,52.39001879699248,19.047619047619047,16.789357142857146,197.50875,0.0,0.0,0,0,0,0.0,0.0,0.0
689,39,133,1,0.0,0.0,0.0,0.0,0.0,396.30821428571426,0.0,0.0,0.0,0.0,0.0,1071.4289285714285,1071.4289285714285,3,3,908.275,908.275,0.0,10.785714285714286,0.0,5,5,0,3,0,0,0,0,0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,357.1429761904762,357.1429761904762,181.655,181.655,0.0,3.5952380952380953,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
390,50,67,1,1.0,79.0,0.0,0.0,0.0,442.34607142857146,0.39571428571428574,5468.865357142858,0.0,0.0,0.0,1839.9928571428572,1836.7453571428573,6,4,701.9875000000001,701.9875000000001,89.28571428571429,213.9517857142857,397.14285714285717,38,38,2,29,6,1,1,1,0,0.39571428571428574,69.226143761302,0.0,1,1,1,1,0,1,1,1,306.6654761904762,459.1863392857143,18.473355263157895,18.473355263157895,44.642857142857146,7.3776477832512315,66.19047619047619,3.2474999999999454,0.0,1,0,0,1.3798214285714285,0.0,0.0
729,17,85,1,1.0,1.0,1.0,0.0,0.0,2082.3089285714286,0.0,0.0,0.0,0.0,0.0,1069.8657142857144,1069.8110714285715,6,5,4748.714285714285,4748.714285714285,0.0,0.0,462.7857142857143,14,14,0,0,11,1,1,1,0,0.0,0.0,0.0,1,1,1,1,0,0,0,1,178.3109523809524,213.9622142857143,339.19387755102036,339.19387755102036,0.0,0.0,42.07142857142857,0.05464285714288053,0.0,0,1,1,0.0,3.5021428571428572,28.14892857142857
186,40,26,1,0.0,0.0,1.0,0.0,1.0,981.5882142857143,0.0,0.0,0.0,0.0,8742.690357142857,1918.8739285714287,1343.8639285714287,23,18,1884.7275000000002,1243.8639285714287,332.14285714285717,73.24285714285715,239.5,34,18,4,4,4,1,0,0,1,0.0,0.0,8742.690357142857,1,1,1,1,1,1,1,1,83.42930124223604,74.65910714285715,55.433161764705886,69.1035515873016,83.03571428571429,18.310714285714287,59.875,575.01,640.8635714285715,0,0,0,0.0,0.0,0.0
682,3,149,1,1.0,11.0,0.0,0.0,0.0,684.2814285714286,4557.6075,1146.4175,0.0,0.0,0.0,1152.682857142857,866.5007142857143,5,3,1043.5357142857142,1043.5357142857142,742.8571428571429,0.0,297.92857142857144,22,22,12,0,2,0,1,1,0,4557.6075,104.21977272727273,0.0,1,1,1,1,0,1,0,1,230.53657142857142,288.8335714285714,47.43344155844156,47.43344155844156,61.904761904761905,0.0,148.96428571428572,286.1821428571428,0.0,0,1,1,0.0,0.21428571428571427,9.392857142857142
363,33,59,1,0.0,0.0,0.0,0.0,0.0,7169.007142857144,0.0,0.0,0.0,0.0,0.0,443.05571428571426,443.05571428571426,2,2,468.67857142857144,468.67857142857144,0.0,447.42857142857144,17.857142857142858,6,6,0,4,1,1,0,0,0,0.0,0.0,0.0,1,1,0,1,0,0,1,1,221.52785714285713,221.52785714285713,78.11309523809524,78.11309523809524,0.0,111.85714285714286,17.857142857142858,0.0,0.0,0,0,0,0.0,0.0,0.0
308,45,135,1,0.0,0.0,0.0,0.0,0.0,286.4214285714286,0.0,0.0,0.0,0.0,0.0,148.5725,148.5725,3,3,300.32142857142856,300.32142857142856,160.71428571428572,32.857142857142854,103.71428571428571,12,12,6,1,1,0,0,0,0,0.0,0.0,0.0,1,1,0,1,0,1,1,1,49.524166666666666,49.524166666666666,25.02678571428571,25.02678571428571,26.78571428571429,32.857142857142854,103.71428571428571,0.0,0.0,0,0,0,0.0,0.0,0.0
416,44,95,1,0.0,0.0,0.0,0.0,0.0,906.5260714285714,0.0,0.0,0.0,0.0,0.0,5704.231785714285,5704.231785714285,5,5,185.39285714285714,185.39285714285714,28.571428571428573,156.82142857142858,0.0,25,25,4,21,0,0,0,0,0,0.0,0.0,0.0,1,1,0,1,0,1,1,0,1140.846357142857,1140.846357142857,7.4157142857142855,7.4157142857142855,7.142857142857143,7.467687074829932,0.0,0.0,0.0,1,0,0,10.363035714285715,0.0,0.0
328,27,10,1,0.0,0.0,0.0,0.0,0.0,2.415,0.0,0.0,0.0,0.0,0.0,1408.4760714285715,1408.4760714285715,2,2,1.9642857142857142,1.9642857142857142,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,704.2380357142857,704.2380357142857,1.9642857142857142,1.9642857142857142,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
938,57,33,1,1.0,2.0,0.0,0.0,0.0,7.576785714285714,52743.09071428572,0.0,0.0,0.0,0.0,448.46714285714285,448.46500000000003,3,2,470.5285714285714,470.5285714285714,85.71428571428571,221.52857142857144,163.28571428571428,17,17,2,9,6,1,1,1,0,52743.09071428572,0.0,0.0,1,1,1,1,0,1,1,1,149.48904761904762,224.23250000000002,27.6781512605042,27.6781512605042,42.857142857142854,24.614285714285714,27.21428571428571,0.0021428571428145915,0.0,0,1,1,0.0,4.928571428571429,7.812142857142858
285,76,249,1,0.0,0.0,0.0,0.0,0.0,89.44571428571429,0.0,0.0,0.0,0.0,0.0,388.6432142857143,388.6432142857143,2,2,395.14285714285717,395.14285714285717,382.14285714285717,7.107142857142857,0.0,6,6,2,1,0,0,0,0,0,0.0,0.0,0.0,1,1,0,1,0,1,1,0,194.32160714285715,194.32160714285715,65.85714285714286,65.85714285714286,191.07142857142858,7.107142857142857,0.0,0.0,0.0,0,1,0,0.0,5.642857142857143,0.0
1404,68,11,1,0.0,0.0,0.0,0.0,0.0,133.43107142857144,0.0,0.0,0.0,0.0,0.0,198.96071428571426,198.96071428571426,3,3,65.71428571428571,65.71428571428571,0.0,0.0,64.60714285714286,3,3,0,0,2,0,0,0,0,0.0,0.0,0.0,1,1,0,1,0,0,0,1,66.32023809523808,66.32023809523808,21.9047619047619,21.9047619047619,0.0,0.0,32.30357142857143,0.0,0.0,0,1,0,0.0,1.7867857142857144,0.0
387,36,149,1,0.0,1.0,0.0,0.0,0.0,486.99071428571426,0.0,4454.228571428571,0.0,0.0,0.0,489.96714285714285,489.96714285714285,2,2,502.39285714285717,502.39285714285717,442.85714285714283,0.0,57.142857142857146,4,4,1,0,2,1,0,1,0,0.0,4454.228571428571,0.0,1,1,0,1,0,1,0,1,244.98357142857142,244.98357142857142,125.59821428571429,125.59821428571429,442.85714285714283,0.0,28.571428571428573,0.0,0.0,0,0,1,0.0,0.0,10.310357142857143
441,46,0,1,0.0,0.0,0.0,0.0,0.0,0.5700000000000001,0.0,0.0,0.0,0.0,0.0,371.43071428571426,371.43071428571426,5,5,311.26071428571424,311.26071428571424,25.0,65.11785714285715,203.28571428571428,8,8,2,2,3,1,0,0,0,0.0,0.0,0.0,1,1,0,1,0,1,1,1,74.28614285714285,74.28614285714285,38.90758928571428,38.90758928571428,12.5,32.558928571428574,67.76190476190476,0.0,0.0,0,0,1,0.0,0.0,6.25
883,34,67,1,0.0,0.0,0.0,0.0,0.0,236.21785714285716,0.0,0.0,0.0,0.0,0.0,354.6435714285714,354.6435714285714,4,4,341.8307142857143,341.8307142857143,257.14285714285717,0.0,82.18785714285715,7,7,2,0,4,0,0,0,0,0.0,0.0,0.0,1,1,0,1,0,1,0,1,88.66089285714285,88.66089285714285,48.83295918367347,48.83295918367347,128.57142857142858,0.0,20.54696428571429,0.0,0.0,1,0,0,2.2319642857142856,0.0,0.0
547,52,31,1,1.0,1.0,0.0,0.0,0.0,4446.794642857143,1253.6607142857142,33004.46142857143,0.0,0.0,0.0,528.9292857142857,526.3135714285714,3,2,325.9857142857143,325.9857142857143,0.0,102.09285714285714,222.82142857142858,11,11,0,2,8,0,1,1,0,1253.6607142857142,33004.46142857143,0.0,1,1,1,1,0,0,1,1,176.3097619047619,263.1567857142857,29.63506493506494,29.63506493506494,0.0,51.04642857142857,27.852678571428573,2.6157142857142617,0.0,1,0,0,2.1423214285714285,0.0,0.0
317,35,53,1,0.0,0.0,0.0,0.0,0.0,6.373928571428571,0.0,0.0,0.0,0.0,0.0,709.0907142857143,709.0907142857143,3,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,236.36357142857142,236.36357142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,4.286785714285714,0.0
1579,50,0,1,1.0,3.0,0.0,0.0,0.0,427.1817857142857,8593.743928571428,0.0,0.0,0.0,0.0,4713.645357142857,4665.335714285714,4,3,3276.093214285714,3276.093214285714,1571.4285714285713,914.9503571428571,787.2142857142857,25,25,5,10,8,1,1,1,0,8593.743928571428,0.0,0.0,1,1,1,1,0,1,1,1,1178.4113392857143,1555.1119047619047,131.04372857142857,131.04372857142857,314.2857142857143,91.4950357142857,98.40178571428571,48.309642857143444,0.0,0,0,1,0.0,0.0,4.388928571428571
882,36,150,1,1.0,1.0,0.0,0.0,0.0,51.971785714285716,19147.45464285714,11207.173214285713,0.0,0.0,0.0,418.05071428571426,416.86285714285714,3,2,1020.282142857143,1020.282142857143,0.0,281.03214285714284,736.75,14,14,0,8,5,1,1,1,0,19147.45464285714,11207.173214285713,0.0,1,1,1,1,0,0,1,1,139.3502380952381,208.43142857142857,72.87729591836735,72.87729591836735,0.0,35.129017857142856,147.35,1.1878571428571263,0.0,0,0,0,0.0,0.0,0.0
1461,32,158,1,0.0,0.0,1.0,0.0,0.0,38.30357142857143,0.0,0.0,0.0,0.0,0.0,1056.6385714285714,749.9442857142857,12,10,1217.6742857142856,749.9442857142857,0.0,0.0,434.57142857142856,19,10,0,0,5,1,0,0,0,0.0,0.0,0.0,1,1,1,1,1,0,0,1,88.05321428571428,74.99442857142857,64.08812030075187,74.99442857142857,0.0,0.0,86.91428571428571,306.6942857142857,467.7299999999999,0,1,0,0.0,4.285714285714286,0.0
1182,47,86,1,0.0,0.0,1.0,1.0,0.0,3044.5989285714286,0.0,0.0,0.0,512.8,0.0,2450.1746428571428,1928.6564285714285,13,7,2266.7289285714287,1787.4875,89.28571428571429,753.8196428571429,911.2882142857143,53,18,1,34,13,1,0,0,0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,188.47497252747252,275.5223469387755,42.768470350404314,99.30486111111111,89.28571428571429,22.171165966386553,70.09909340659341,521.5182142857143,479.24142857142874,1,0,0,6.997321428571429,0.0,0.0
561,51,25,1,0.0,0.0,1.0,1.0,0.0,269.36857142857144,0.0,0.0,0.0,619.2857142857143,0.0,1886.7139285714286,1297.77,20,14,1849.3135714285713,1297.77,60.714285714285715,78.56428571428572,576.0,32,19,3,3,8,0,0,0,0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,94.33569642857142,92.69785714285715,57.791049107142854,68.30368421052631,20.238095238095237,26.18809523809524,72.0,588.9439285714286,551.5435714285713,0,0,1,0.0,0.0,5.214285714285714
1381,38,135,1,0.0,0.0,0.0,0.0,0.0,144.87142857142857,0.0,0.0,0.0,0.0,0.0,571.6182142857143,571.6182142857143,3,3,57.07142857142857,57.07142857142857,10.714285714285714,46.357142857142854,0.0,6,6,1,5,0,1,0,0,0,0.0,0.0,0.0,1,1,0,1,0,1,1,0,190.53940476190476,190.53940476190476,9.511904761904761,9.511904761904761,10.714285714285714,9.27142857142857,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
181,71,0,1,1.0,0.0,0.0,0.0,0.0,549.2064285714285,36.613214285714285,0.0,0.0,0.0,0.0,377.6235714285714,377.6203571428572,7,6,13.964285714285714,13.964285714285714,0.0,0.0,11.785714285714286,2,2,0,0,1,1,1,0,0,36.613214285714285,0.0,0.0,1,1,1,1,0,0,0,1,53.94622448979591,62.9367261904762,6.982142857142857,6.982142857142857,0.0,0.0,11.785714285714286,0.0032142857141934655,0.0,0,0,1,0.0,0.0,12.94357142857143
1484,39,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1355.0885714285716,1355.0885714285716,5,5,768.625,768.625,107.14285714285714,302.44642857142856,357.7857142857143,23,23,1,16,5,1,0,0,0,0.0,0.0,0.0,1,1,0,1,0,1,1,1,271.0177142857143,271.0177142857143,33.41847826086956,33.41847826086956,107.14285714285714,18.902901785714285,71.55714285714285,0.0,0.0,1,0,1,25.60910714285714,0.0,8.7225
932,22,126,1,1.0,7.0,0.0,0.0,0.0,3060.9460714285715,7537.403214285715,2116.0714285714284,0.0,0.0,0.0,0.1867857142857143,0.010714285714285714,2,1,124.38821428571428,124.38821428571428,0.0,0.0,121.85249999999999,6,6,0,0,4,0,1,1,0,7537.403214285715,302.2959183673469,0.0,1,1,1,1,0,0,0,1,0.09339285714285715,0.010714285714285714,20.731369047619047,20.731369047619047,0.0,0.0,30.463124999999998,0.1760714285714286,0.0,0,0,0,0.0,0.0,0.0
1274,41,35,1,0.0,6.0,0.0,0.0,0.0,15.485,0.0,0.0,0.0,0.0,0.0,993.5571428571428,993.5571428571428,5,5,2499.6964285714284,2499.6964285714284,107.14285714285714,82.26785714285714,2310.285714285714,11,11,1,2,8,1,0,1,0,0.0,0.0,0.0,1,1,0,1,0,1,1,1,198.71142857142857,198.71142857142857,227.24512987012986,227.24512987012986,107.14285714285714,41.13392857142857,288.7857142857143,0.0,0.0,0,0,0,0.0,0.0,0.0
204,41,12,1,0.0,0.0,0.0,0.0,0.0,0.6821428571428572,0.0,0.0,0.0,0.0,0.0,349.2710714285714,349.2710714285714,2,2,397.25,397.25,357.14285714285717,0.0,38.57142857142857,6,6,2,0,1,0,0,0,0,0.0,0.0,0.0,1,1,0,1,0,1,0,1,174.6355357142857,174.6355357142857,66.20833333333333,66.20833333333333,178.57142857142858,0.0,38.57142857142857,0.0,0.0,0,0,0,0.0,0.0,0.0
875,43,124,1,0.0,0.0,0.0,0.0,0.0,50.341071428571425,0.0,0.0,0.0,0.0,0.0,362.8582142857143,362.8582142857143,3,3,362.0364285714286,362.0364285714286,217.85714285714286,50.28642857142857,92.46428571428571,19,19,7,7,4,1,0,0,0,0.0,0.0,0.0,1,1,0,1,0,1,1,1,120.9527380952381,120.9527380952381,19.05454887218045,19.05454887218045,31.122448979591837,7.1837755102040814,23.116071428571427,0.0,0.0,1,0,0,0.28232142857142856,0.0,0.0
236,37,168,1,0.0,0.0,0.0,0.0,0.0,561.1032142857142,0.0,0.0,0.0,0.0,0.0,433.3582142857143,433.3582142857143,3,3,512.7392857142858,512.7392857142858,450.0,35.346428571428575,21.428571428571427,25,25,11,3,1,0,0,0,0,0.0,0.0,0.0,1,1,0,1,0,1,1,1,144.45273809523812,144.45273809523812,20.50957142857143,20.50957142857143,40.90909090909091,11.782142857142858,21.428571428571427,0.0,0.0,0,1,1,0.0,4.821428571428571,32.13285714285714
725,31,74,1,0.0,20.0,0.0,0.0,0.0,374.2242857142857,0.0,0.0,0.0,0.0,0.0,1156.5575000000001,1156.5575000000001,6,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,192.75958333333335,192.75958333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2.5944642857142854,0.0,0.0
1545,60,159,1,1.0,0.0,0.0,0.0,0.0,8478.090357142857,281.9692857142857,0.0,0.0,0.0,0.0,0.05178571428571428,0.0075,8,1,14.298214285714286,14.285714285714286,0.0,0.0,0.0,6,1,0,0,0,1,1,0,0,281.9692857142857,0.0,0.0,1,1,1,1,1,0,0,0,0.006473214285714285,0.0075,2.383035714285714,14.285714285714286,0.0,0.0,0.0,0.04428571428571428,0.01249999999999929,0,1,0,0.0,21.207142857142856,0.0
